2,0,0,0,0,0,0,0,0,0,0,0,0
0,1.5708,0,0,0,0,0,736,-4.0279e-14,257.1,3.1416,-1.5708,0
0,1.5708,0,0,0,0,0,736,-4.0279e-14,257.1,3.1416,-1.5708,0
0,1.5708,0,0,0,0,0,736,-4.0279e-14,257.1,3.1416,-1.5708,0
-0.00024325,0.7909,-0.00036366,1.5708,0.00018115,-0.79091,0,569.44,-0.036435,166.04,1.4855,-1.5707,1.6563
-0.00084274,1.1408,-0.005864,0.12728,0.0044396,0.30264,0,690.23,-0.38535,13.234,1.4869,-1.5697,1.6549
1.2179,0.7854,1.22,1.5476,-0.73081,-0.22949,0,399.96,324.62,28.655,-1.603,-1.5519,-1.6175
-1.1738,0.7854,-1.0885,1.4342,0.71087,-0.23117,0,413.26,-353.8,30.141,-1.5775,-1.5593,-1.6118
-0.02454,1.5693,-1.5231,0.068964,1.5387,-0.0010309,0,736.85,0.038037,257,-1.5771,-1.5552,-1.5201
